gene_id	gene_short_name	value_1	value_2	fold_change	log2_fold_change	test_stat	p_value	q_value
XLOC_026754	Y116A8C.22	7.50847	13.4979	1.79769216954477	0.846146	-3.03283	0.00242272	0.0226517
XLOC_035684	nspc-7	125.778	226.061	1.79730094762942	0.845832	-4.33483	1.45871e-05	0.000289816
XLOC_007783	ttr-18	75.9013	136.366	1.79661713679324	0.845283	-3.79148	0.000149752	0.00224079
XLOC_038927	F08B12.4	109.196	195.904	1.79405733866009	0.843226	-4.53499	5.7607e-06	0.000129367
XLOC_013644	skr-16	15.415	27.6394	1.79302549250294	0.842396	-3.15471	0.00160655	0.0164038
XLOC_038753	R07E3.4	8.51185	15.2589	1.79266759302456	0.842108	-3.1881	0.00143211	0.0149644
XLOC_031590	cpt-6	4.64911	8.313	1.78808336474467	0.838414	-3.57843	0.000345658	0.00460824
XLOC_000384	H31G24.3	17.209	30.7533	1.78704380630475	0.837575	-4.00867	6.10626e-05	0.00103865
XLOC_002665	prg-1	74.1558	132.494	1.78669205456497	0.837291	-4.29612	1.73814e-05	0.000337827
XLOC_004808	nos-2	135.426	241.758	1.78516942184449	0.836061	-4.65689	3.21014e-06	7.65351e-05
XLOC_001532	T27F6.7	44.4065	79.2333	1.78427254298351	0.835336	-3.47132	0.00051791	0.00647048
XLOC_003782	fbxc-36	7.01844	12.5213	1.78406354219657	0.835167	-3.04907	0.00229548	0.0217751
XLOC_005383	ptr-8	6.89436	12.2797	1.78112405078591	0.832788	-4.05812	4.94704e-05	0.000860166
XLOC_005469	W02B12.13,adbp-1	90.8354	161.617	1.77922504351784	0.831249	-4.31458	1.59905e-05	0.000313778
XLOC_001219	F59C6.12	13.5534	24.0813	1.77676761210455	0.829255	-2.75681	0.00583675	0.0447693
XLOC_021600	F42A9.8	82.8693	147.188	1.77614455127559	0.828749	-4.21308	2.51908e-05	0.000469823
XLOC_029134	C14C10.6	21.3261	37.8453	1.77459892541612	0.827493	-3.4265	0.00061141	0.00743727
XLOC_005547	hmg-12	277.714	492.816	1.7745448036788	0.827449	-4.76431	1.89499e-06	4.88429e-05
XLOC_027745	C10G8.4	985.171	1747.65	1.77396186962124	0.826975	-5.03209	4.85156e-07	1.40744e-05
XLOC_006615	C01F1.6	53.8586	95.1793	1.76720695295249	0.821471	-4.98541	6.183e-07	1.75492e-05
XLOC_001687	Y87G2A.7	38.6641	68.1748	1.76325850682709	0.818244	-4.8156	1.46759e-06	3.9089e-05
XLOC_001965	bre-4	16.0075	28.1943	1.761318724711	0.816656	-3.78645	0.000152816	0.00227711
XLOC_010203	pho-9	4.10011	7.22152	1.76129674949215	0.816638	-2.79231	0.00523336	0.0411336
XLOC_028256	F21F8.4	69.3807	122.048	1.75910914685237	0.814845	-3.86697	0.000110194	0.00172843
XLOC_006511	Y49F6B.9	22.5495	39.5852	1.75547445156972	0.811861	-4.37793	1.19813e-05	0.000244497
XLOC_003394	W02A11.1	16.1931	28.419	1.75500969467446	0.811479	-3.75707	0.000171914	0.00251198
XLOC_028681	T21C9.13	156.313	273.649	1.75064310669323	0.807885	-4.90568	9.3106e-07	2.5515e-05
XLOC_009581	Y39A1A.14	60.9008	106.57	1.7498860755419	0.807261	-4.52581	6.01659e-06	0.000134691
XLOC_014483	T12G3.1	18.621	32.5559	1.74834148659613	0.805987	-4.60807	4.06418e-06	9.46873e-05
XLOC_006899	H12I13.5,fbf-1	7.92179	13.8349	1.74643506230464	0.804413	-3.81823	0.000134411	0.00205203
XLOC_009688	Y66D12A.8	87.0979	152.06	1.74585652168636	0.803935	-4.73408	2.20055e-06	5.54206e-05
XLOC_007265	M110.3	55.9976	97.6848	1.74444607370901	0.802769	-4.55819	5.15965e-06	0.00011753
XLOC_005535	T27D12.1	20.366	35.5181	1.74399148958721	0.802393	-3.5881	0.000333093	0.00446569
XLOC_013873	mesp-1	453.85	790.058	1.7407885832595	0.799741	-4.67375	2.9575e-06	7.10933e-05
XLOC_001929	C54G6.1	21.8459	38.0075	1.73979822784349	0.79892	-2.97158	0.00296272	0.0264456
XLOC_038396	vem-1	72.0705	125.265	1.7380878456073	0.797501	-3.43775	0.000586574	0.00717788
XLOC_012454	C24D10.5	12.3111	21.3148	1.73135191854466	0.791899	-3.19739	0.00138679	0.0145975
XLOC_031163	W08A12.2	37.4618	64.8187	1.73025898922044	0.790988	-3.00473	0.00265815	0.0243437
XLOC_033989	Y39B6A.40	19.4059	33.5602	1.72938130662971	0.790256	-3.23504	0.00121624	0.0130913
XLOC_024983	21ur-13376,Y105C5A.8	21.1934	36.5844	1.72621360807591	0.787611	-3.65077	0.000261459	0.00364184
XLOC_007864	tag-276	12.4717	21.507	1.72446159583629	0.786146	-2.80811	0.00498332	0.0396697
XLOC_004700	T28D9.4	104.282	179.77	1.72388555472434	0.785664	-4.17427	2.98937e-05	0.000547541
XLOC_011187	ZK632.10	150.345	259.012	1.72278659126465	0.784744	-4.78799	1.68462e-06	4.41365e-05
XLOC_027115	H25P19.1	21.3099	36.7097	1.72265762846758	0.784636	-4.03598	5.43758e-05	0.000939427
XLOC_034084	Y43F8C.3	3.47567	5.9766	1.71955349673287	0.782034	-3.11258	0.0018546	0.0184365
XLOC_019679	B0546.4	30.7224	52.7464	1.71686904346641	0.77978	-3.74406	0.000181072	0.00262702
XLOC_029287	bir-2	37.7154	64.7506	1.7168202523993	0.779739	-4.29993	1.70856e-05	0.000332983
XLOC_014544	F08G5.1	60.3094	103.481	1.71582807160524	0.778905	-4.44386	8.83571e-06	0.000187852
XLOC_011776	C09E9.1	40.3151	69.1152	1.71437652452039	0.777684	-3.77967	0.000157037	0.0023303
XLOC_008808	rom-1	9.40378	16.1214	1.71435157008167	0.777663	-3.08659	0.0020247	0.0197164
XLOC_039017	set-6	5.07175	8.69284	1.71397135690388	0.777343	-3.37863	0.000728486	0.00860863
XLOC_014523	C42C1.13	37.7034	64.4103	1.70833865729612	0.772594	-3.66678	0.000245621	0.00345462
XLOC_000794	cpg-3	1087.35	1852.2	1.70340914472222	0.768425	-3.45981	0.000540561	0.00671243
XLOC_030462	Y43F8C.18,ani-3	19.0323	32.3911	1.70189968167554	0.767146	-4.3845	1.16254e-05	0.000239628
XLOC_012996	H04M03.3	41.9996	71.3314	1.69838201614006	0.764161	-4.33638	1.44851e-05	0.000288593
XLOC_000570	T19B4.1	11.4682	19.4766	1.69831256106663	0.764102	-3.85425	0.000116084	0.00180542
XLOC_001817	smp-1	22.1198	37.5154	1.69600920491398	0.762144	-2.74053	0.00613404	0.0465998
XLOC_027603	nhr-181	4.79188	8.12403	1.69537450834545	0.761604	-2.74649	0.00602366	0.0458831
XLOC_030165	fat-5	26.7764	45.3848	1.69495738352647	0.761249	-4.38408	1.16474e-05	0.000239736
XLOC_010125	Y39A3CL.4	43.8407	74.2075	1.69266209766059	0.759294	-3.53101	0.000413977	0.0053787
XLOC_031956	T23B12.6	35.5542	60.1539	1.69189495692292	0.75864	-4.54842	5.4051e-06	0.000122342
XLOC_010547	F09F7.7	32.5582	55.0746	1.69157248629756	0.758365	-3.10441	0.0019066	0.0187967
XLOC_031258	F32D1.7	131.11	221.363	1.68837105333026	0.755632	-4.60108	4.20303e-06	9.76045e-05
XLOC_033498	F14H3.6	205.284	346.482	1.6878164271598	0.755158	-4.56062	5.10019e-06	0.000116361
XLOC_011791	jtr-1	63.8037	107.656	1.6873052560105	0.754721	-4.06314	4.84163e-05	0.000844628
XLOC_011555	mlh-1	27.2425	45.9648	1.68724444046071	0.754669	-4.38889	1.13931e-05	0.000235517
XLOC_027550	C17E7.4	62.2875	105.057	1.68664108186391	0.754153	-4.49329	7.01319e-06	0.000152932
XLOC_003456	T04D3.5	45.8799	77.3341	1.68557637660205	0.753242	-3.77708	0.000158679	0.00234737
XLOC_008137	exl-1	46.0801	77.4859	1.68154921059281	0.749791	-2.79872	0.0051305	0.0405032
XLOC_013650	C42D4.1	329.412	553.8	1.68117976831575	0.749474	-4.38323	1.16932e-05	0.000240332
XLOC_034358	T04G9.7,ile-2	444.984	747.582	1.6800195250667	0.748478	-3.98739	6.68035e-05	0.00112559
XLOC_009686	Y66D12A.10	56.2445	94.2898	1.67642739234632	0.74539	-4.23597	2.27571e-05	0.000431179
XLOC_031815	C50E3.11	50.3095	84.2387	1.67441019397128	0.743653	-4.06593	4.78406e-05	0.000837649
XLOC_027293	ztf-28	23.2918	38.9913	1.6740330373253	0.743328	-3.84055	0.000122759	0.00190051
XLOC_030911	Y19D10A.12	22.8825	38.2828	1.67301339920244	0.742449	-4.10293	4.07957e-05	0.000722256
XLOC_004013	F59H5.1	18.4898	30.9175	1.67213925568185	0.741695	-4.25278	2.11133e-05	0.000402164
XLOC_005835	F26H11.4,F26H11.6	56.6138	94.6632	1.67208825876065	0.741651	-3.25563	0.00113142	0.0123833
XLOC_030636	W03F9.2	31.508	52.6805	1.67197352137447	0.741552	-3.09664	0.0019573	0.019217
XLOC_011265	T07C4.11,T07C4.12	62.4776	104.459	1.67195034306048	0.741532	-3.09613	0.00196065	0.0192367
XLOC_014499	lin-24	69.5317	116.224	1.67152276081558	0.741163	-2.88423	0.00392376	0.0332717
XLOC_004225	F19B10.2	24.4599	40.8657	1.67072351017089	0.740473	-3.56764	0.000360215	0.0047756
XLOC_038612	F18G5.6	26.5407	44.3179	1.66980889534946	0.739683	-3.28265	0.00102836	0.0114838
XLOC_028517	ZK287.7	23.9873	40.0519	1.66971051726471	0.739598	-3.81101	0.000138403	0.00210622
XLOC_003473	Y87G2A.18	54.2394	90.4728	1.66802741441161	0.738143	-3.49847	0.000467936	0.00597663
XLOC_033385	fbxa-153	9.04091	15.0696	1.66681963490333	0.737098	-2.95924	0.00308404	0.0273201
XLOC_027734	Y49G5B.1	45.6078	75.9895	1.66615082070033	0.736519	-3.25634	0.00112859	0.0123654
XLOC_032324	Y32F6B.1	4.61329	7.67966	1.66468129703434	0.735246	-2.9484	0.00319422	0.0281363
XLOC_004072	Y110A2AR.1	166.237	276.238	1.66170927856233	0.732668	-4.45741	8.29556e-06	0.000177913
XLOC_002501	rbx-2	63.2536	105.064	1.66099300771801	0.732046	-3.88642	0.000101732	0.00162079
XLOC_011324	C44B9.3	29.2356	48.5508	1.66067527582822	0.73177	-3.9178	8.93591e-05	0.00144276
XLOC_005109	lat-1	51.1237	84.7769	1.65826893565341	0.729678	-3.70582	0.000210707	0.00300515
XLOC_003012	T24D1.3	100.886	167.223	1.65753921174089	0.729043	-4.44737	8.69291e-06	0.000185324
XLOC_000171	Y51F10.2	255.806	423.369	1.65503646050561	0.726863	-4.29287	1.76382e-05	0.000342354
XLOC_030922	C01B4.9	18.1849	30.0936	1.65486439187248	0.726713	-3.90143	9.56245e-05	0.00153181
XLOC_030862	nhr-86	22.7208	37.5669	1.65341284508175	0.725447	-3.41156	0.000645932	0.00778437
XLOC_009932	mxl-2	88.9271	146.973	1.65273680883939	0.724857	-4.179	2.928e-05	0.000539061
XLOC_001146	T23D8.7	28.0523	46.3497	1.65225916690079	0.72444	-3.8287	0.000128823	0.00197515
XLOC_020358	B0273.3	6.50186	10.7362	1.65125164648128	0.72356	-2.87652	0.00402086	0.0337747
XLOC_002579	C30F12.3,C30F12.4	107.457	177.341	1.65034883520055	0.722771	-4.26409	2.00723e-05	0.000384383
XLOC_022408	rec-8	24.6007	40.5409	1.64795517362059	0.720677	-4.25601	2.08103e-05	0.000396921
XLOC_022267	dnj-26	22.3447	36.8051	1.64715577473406	0.719977	-3.67246	0.000240223	0.00339564
XLOC_036666	nspc-16	53.1355	87.5038	1.64680416208276	0.719669	-2.96905	0.00298724	0.0266273
XLOC_021766	F27C8.6	417.698	687.516	1.64596538968124	0.718934	-3.39875	0.000676944	0.00811029
XLOC_004705	C56E6.9,T28D9.1,tag-184	371.073	610.102	1.64415578279059	0.717347	-3.05585	0.0022442	0.0213737
XLOC_000780	taf-11.2	61.7761	101.505	1.64311675778108	0.716435	-4.208	2.57645e-05	0.000479898
XLOC_004364	unc-85	114.066	187.342	1.64240394742585	0.715809	-3.11235	0.00185603	0.0184379
XLOC_039081	nspc-14	131.152	215.344	1.64194750136997	0.715408	-3.82451	0.000131031	0.00200256
XLOC_004340	B0304.2	75.6118	124.14	1.64180979567977	0.715287	-4.09034	4.3075e-05	0.000759788
XLOC_032879	ZC443.3	9.09489	14.9315	1.64174606803008	0.715231	-2.85077	0.00436138	0.035918
XLOC_005779	hda-6	26.0467	42.7299	1.64051297006791	0.714147	-4.05763	4.95738e-05	0.000860622
XLOC_004640	F40H3.1	23.3462	38.2925	1.6402048403181	0.713876	-2.83417	0.00459453	0.0373224
XLOC_002438	C06A5.8	49.0011	80.3256	1.63926034566852	0.713045	-3.01362	0.00258153	0.023825
XLOC_005639	lips-15	34.8075	57.0423	1.63879454989739	0.712635	-3.71182	0.000205774	0.00294654
XLOC_029877	syp-1	35.0758	57.4278	1.63725155356095	0.711276	-4.1368	3.52181e-05	0.000634502
XLOC_033986	ztf-20	9.66852	15.8144	1.6356646591401	0.709877	-2.73718	0.00619675	0.0470014
XLOC_000552	F59A3.2	10.8258	17.7074	1.635660124121	0.709873	-3.61453	0.000300897	0.00409157
XLOC_019014	T06A10.3	93.9144	153.584	1.63535744002547	0.709606	-3.92652	8.61821e-05	0.00139777
XLOC_031650	spn-4	801.063	1308.86	1.63389922019265	0.708319	-2.76808	0.00563869	0.0435637
XLOC_011493	Y37D8A.4	61.4583	100.372	1.63317569208184	0.70768	-3.86995	0.000108858	0.00171122
XLOC_003862	Y51H7C.1	12.3248	20.0961	1.63054583937449	0.705355	-3.16645	0.00154312	0.0158694
XLOC_031278	Y47D7A.14,Y47D7A.16	19.3096	31.4824	1.63040230924412	0.705228	-2.93469	0.0033388	0.0291585
XLOC_002918	F30A10.3	77.0098	125.503	1.62970744047113	0.704613	-3.10911	0.00187651	0.0185383
XLOC_003001	col-64,mom-4	38.1876	62.1671	1.62794053255458	0.703048	-3.78477	0.000153849	0.00229013
XLOC_000206	ubxn-1	127.436	207.282	1.62656333610148	0.701827	-4.27913	1.87629e-05	0.000362708
XLOC_004593	F59G1.8	50.5314	82.1896	1.62650470987293	0.701775	-2.94014	0.00328068	0.0287385
XLOC_000300	fog-1	14.2117	23.0348	1.62083249142568	0.696735	-2.81341	0.00490188	0.0392398
XLOC_008132	ctl-3	25.2605	40.9271	1.62020234421218	0.696174	-3.87162	0.000108114	0.0017014
XLOC_029948	T25E12.6	9.07787	14.7039	1.61975094555303	0.695772	-2.74023	0.00613967	0.0466178
XLOC_004254	skr-15	25.5399	41.3574	1.61932661079253	0.695394	-3.01829	0.00254207	0.0235215
XLOC_030215	fbxa-107,fbxa-210	46.6947	75.5806	1.61861177963877	0.694757	-3.16837	0.00153296	0.0158218
XLOC_000491	dom-3	24.6744	39.9268	1.61814736469362	0.694343	-3.5473	0.000389202	0.00511232
XLOC_006658	ttr-41	154.059	249.203	1.61758104860266	0.693838	-4.01601	5.91905e-05	0.00101161
XLOC_029556	T01C3.9,mut-15	62.2804	100.704	1.61694207844397	0.693268	-3.15194	0.0016219	0.0165369
XLOC_022305	C25G4.2	52.2722	84.504	1.61661260303644	0.692974	-3.65343	0.000258764	0.00360782
XLOC_009542	unc-69	71.2773	115.189	1.61607258792466	0.692492	-3.36972	0.000752434	0.0088298
XLOC_033244	W09D12.1	30.7348	49.6541	1.61556522778374	0.692039	-3.91126	9.18154e-05	0.00147741
XLOC_004908	F18A1.1,lin-26,lir-1	152.863	246.817	1.61462484900966	0.691199	-3.31828	0.000905732	0.0103486
XLOC_011147	hcp-3	130.324	210.269	1.61342665988816	0.690128	-3.94559	7.96045e-05	0.0013044
XLOC_021405	T12B3.4	25.5893	41.2713	1.61283516534564	0.689599	-3.65562	0.000256561	0.00358759
XLOC_022358	K08D8.5	10.404	16.7741	1.61227853121319	0.689101	-2.79887	0.00512817	0.0405032
XLOC_002305	tag-300	8.68751	13.9953	1.61096594887687	0.687926	-3.03969	0.00236823	0.0223044
XLOC_001082	T05F1.4	71.8419	115.714	1.6106789988542	0.687669	-3.93608	8.2824e-05	0.00134636
XLOC_008354	kbp-4,par-2	221.188	356.058	1.60975039055453	0.686837	-2.87893	0.00399027	0.0336454
XLOC_008417	Y22D7AL.7	14.928	24.0261	1.60946142586186	0.686578	-3.27567	0.00105412	0.0116984
XLOC_010851	C08C3.4	149.253	240.084	1.60857477322875	0.685783	-3.44018	0.000581317	0.00713186
XLOC_019710	Y37E11B.6	43.56	70.0653	1.60847777297454	0.685696	-3.2056	0.00134783	0.0142508
XLOC_008893	xnd-1	72.0695	115.92	1.60844878552808	0.68567	-3.2164	0.00129808	0.013806
XLOC_031737	C13F10.7	50.4939	81.1371	1.60687087330742	0.684254	-3.45515	0.000549987	0.00678823
XLOC_010295	C14B1.12	75.5261	121.313	1.6062372471962	0.683685	-3.64482	0.000267578	0.00370184
XLOC_028832	gly-20	85.1824	136.75	1.60537685135077	0.682912	-3.28466	0.00102106	0.011429
XLOC_006773	EEED8.14	27.4996	44.122	1.60446130902912	0.682089	-3.64056	0.000272046	0.00375277
XLOC_005240	C08H9.16	61.6507	98.8664	1.60365521891032	0.681364	-3.95145	7.76791e-05	0.00127431
XLOC_003702	C03H5.3	46.804	74.9772	1.60194098467146	0.679821	-3.84713	0.000119512	0.00185424
XLOC_031446	memb-2	64.5611	103.383	1.6013259517606	0.679267	-3.85967	0.000113538	0.00177117
XLOC_033926	Y51A2D.13	18.1328	29.0237	1.60061906676902	0.67863	-3.5952	0.000324142	0.00437851
XLOC_019826	M01H9.3	172.384	275.615	1.59884490740446	0.67703	-3.17415	0.00150275	0.0155661
XLOC_029776	oac-20	32.1651	51.4083	1.59826429779618	0.676506	-3.96339	7.38925e-05	0.00121926
XLOC_009694	gly-8	15.9498	25.4903	1.59816570375448	0.676417	-3.04611	0.00231823	0.0219618
XLOC_005174	F42A8.3	54.3865	86.913	1.59806268501815	0.676324	-3.93692	8.25348e-05	0.00134472
XLOC_009814	frg-1	82.6071	131.982	1.59770715523347	0.676003	-3.78803	0.000151846	0.00226503
XLOC_013534	21ur-13425,C17H12.8	14.8935	23.7833	1.59689338957853	0.675268	-3.12941	0.00175161	0.0176456
XLOC_021453	F32E10.5	29.2923	46.7605	1.59634115089515	0.674769	-2.85895	0.00425048	0.0352441
XLOC_028683	H27A22.1	39.9255	63.6991	1.59544845560187	0.673962	-2.94698	0.00320897	0.0282141
XLOC_028270	mom-2	107.736	171.763	1.59428991357838	0.672914	-3.30121	0.000962702	0.0109038
XLOC_010522	dhs-9	22.1455	35.2885	1.59348451554085	0.672185	-3.29864	0.000971532	0.0109777
XLOC_002311	ppw-2	18.8943	30.1029	1.59322718332469	0.671952	-3.96338	7.38974e-05	0.00121926
XLOC_001348	C27C7.1	53.5429	85.2734	1.59261880765625	0.671401	-3.8862	0.000101824	0.00162079
XLOC_001815	K11B4.2	62.4895	99.4701	1.59178998005313	0.67065	-3.43835	0.000585264	0.00716799
XLOC_005145	T24H10.4	62.5636	99.5403	1.59102554576367	0.669957	-3.99221	6.54591e-05	0.00110685
XLOC_019705	Y37E11B.3	38.7794	61.6425	1.58956608866806	0.668633	-3.07847	0.00208066	0.0201379
XLOC_024529	21ur-10556,21ur-4679,ccg-1	61.8834	98.3252	1.58887650945042	0.668007	-3.92102	8.81741e-05	0.00142685
XLOC_021991	T25B9.8	11.5346	18.324	1.5886166179435	0.667771	-3.1705	0.00152174	0.0157401
XLOC_007958	Y46G5A.35,cpt-1	103.435	164.144	1.58692945900141	0.666238	-2.79543	0.00518305	0.0408505
XLOC_008572	H06I04.1	22.4766	35.6381	1.58556387709795	0.664996	-3.15961	0.00157983	0.0162003
XLOC_012615	ZK616.5	95.1909	150.818	1.58436968237264	0.663909	-4.02618	5.66915e-05	0.000972388
XLOC_005437	T06D8.9	75.822	120.037	1.58313907679081	0.662788	-4.01238	6.01102e-05	0.0010261
XLOC_007719	F40F8.11	80.6961	127.747	1.583064458859	0.66272	-3.50053	0.000464339	0.00593599
XLOC_010484	C27F2.7	22.3393	35.3617	1.58293498314744	0.662602	-3.49401	0.000475831	0.00605583
XLOC_007998	col-86,rict-1	18.9117	29.9294	1.58259049766407	0.662288	-3.95591	7.62438e-05	0.00125508
XLOC_014666	C39E9.12	78.0946	123.579	1.58243144527658	0.662143	-3.42578	0.00061303	0.00745063
XLOC_019744	F37C4.5	125.166	197.955	1.58154543223233	0.661335	-3.32982	0.000869025	0.00996905
XLOC_013504	C01B10.11	26.4651	41.7789	1.57864305269504	0.658685	-3.43612	0.000590112	0.00720884
XLOC_035880	T09B9.1	19.4829	30.7394	1.57776025441466	0.657878	-3.484	0.000493975	0.00623326
XLOC_009770	pie-1	114.442	180.519	1.57738409395804	0.657534	-2.98586	0.00282781	0.0255377
XLOC_021692	21ur-12540,C46C2.5	32.5696	51.3385	1.57627035416621	0.656515	-3.11907	0.00181425	0.0181362
XLOC_016075	Y57G11C.33	39.6785	62.4445	1.57376376870822	0.654219	-3.47398	0.000512798	0.00642907
XLOC_032506	T19B10.6	149.423	235.063	1.57313774539973	0.653645	-3.56218	0.000367789	0.00484905
XLOC_019474	C44B12.5	1040.54	1636.39	1.57263950420866	0.653188	-2.81601	0.00486246	0.0389678
XLOC_036326	F19H6.4	49.8747	78.4158	1.5722558461498	0.652836	-3.608	0.000308571	0.00418795
XLOC_000853	F30F8.10	76.6174	120.462	1.57225366654189	0.652834	-3.70395	0.00021227	0.00302141
XLOC_028624	B0024.13	75.0436	117.974	1.57207276961876	0.652668	-3.33946	0.000839424	0.00968634
XLOC_028818	cyp-29A2	8.73966	13.7352	1.57159556318214	0.65223	-2.92082	0.0034911	0.0303035
XLOC_014352	B0035.6	42.7282	67.1322	1.57114572724755	0.651817	-3.96687	7.28233e-05	0.00120711
XLOC_014582	let-99	60.6031	95.2095	1.57103356062282	0.651714	-3.95385	7.69039e-05	0.0012645
XLOC_001066	C36F7.2	41.8144	65.688	1.57094100196345	0.651629	-3.62126	0.000293171	0.00400555
XLOC_003600	mtx-1	62.8131	98.665	1.57077005501295	0.651472	-3.86585	0.000110704	0.00173453
XLOC_004246	T24E12.1	13.8818	21.7965	1.5701539293239	0.650906	-2.77464	0.00552637	0.0429642
XLOC_014295	Y43E12A.3	22.2832	34.9821	1.56989057125243	0.650664	-3.26459	0.00109624	0.0120722
XLOC_008829	C45G9.2	44.4044	69.6886	1.56940750023145	0.65022	-3.65374	0.000258452	0.00360745
XLOC_015041	B0513.4	701.375	1100.25	1.56870491911362	0.649574	-3.90272	9.5116e-05	0.00152614
XLOC_015908	Y57G11B.5	332.642	521.703	1.56836026912437	0.649257	-3.88751	0.000101278	0.00161694
XLOC_002690	F30F8.5	15.8876	24.9121	1.56801352112613	0.648938	-3.00447	0.00266046	0.0243493
XLOC_020531	bec-1	33.8414	53.0538	1.56771900860305	0.648667	-2.88001	0.00397659	0.0336002
XLOC_004164	bath-29	28.6678	44.9362	1.56748213461771	0.648449	-3.23129	0.00123231	0.0132443
XLOC_006027	K07E8.7	16.6647	26.1131	1.56696722019065	0.647975	-3.24805	0.00116199	0.0126117
XLOC_000416	ZK973.1	106.59	166.993	1.56669136519147	0.647721	-3.83695	0.00012457	0.00192023
XLOC_032389	D1054.1	18.0266	28.2187	1.56539202489549	0.646524	-2.90441	0.0036795	0.0316699
XLOC_031575	gad-1	62.6104	97.9896	1.5650687142614	0.646226	-3.49213	0.000479186	0.0060823
XLOC_000580	hil-5	333.838	521.824	1.56310424897123	0.644414	-3.80695	0.000140693	0.00213427
XLOC_011396	Y41C4A.9	14.5441	22.7032	1.56098643464876	0.642458	-2.87084	0.00409376	0.0341864
XLOC_000755	C48B6.2	65.1255	101.614	1.56027464535967	0.6418	-3.11488	0.00184023	0.0183318
XLOC_005218	ZK1307.9,sqv-8	99.2283	154.713	1.55916109794041	0.64077	-3.18184	0.00146345	0.0152252
XLOC_004358	T05A7.1	46.975	73.2169	1.55863487216851	0.640283	-3.45629	0.000547674	0.00677137
XLOC_008606	F59A2.5	64.5028	100.46	1.55745664129406	0.639192	-2.98456	0.00283988	0.0255982
XLOC_001296	Y52B11A.8	184.743	287.384	1.55558798835697	0.63746	-2.99798	0.00271779	0.0247315
XLOC_031407	F08F3.6	59.5437	92.6056	1.55525484434373	0.637151	-3.80713	0.000140588	0.00213427
XLOC_010929	F10E9.7	122.8	190.887	1.55445084892898	0.636405	-2.99131	0.00277781	0.0251598
XLOC_000162	emr-1,nlp-12	179.362	278.599	1.55327901086502	0.635317	-3.12304	0.00178993	0.0179684
XLOC_027715	K11D12.12,pqn-51	138.514	215.112	1.55299587746877	0.635054	-3.14493	0.00166126	0.0168661
XLOC_019585	Y69A2AR.21	179.257	278.374	1.55293236793929	0.634995	-3.78044	0.00015655	0.00232549
XLOC_011917	Y94H6A.3	27.3133	42.3641	1.55104549083105	0.633241	-3.45785	0.000544504	0.00674968
XLOC_006501	C16C8.22,C16C8.4	39.9168	61.9038	1.55082296051448	0.633034	-3.05849	0.00222457	0.0212575
XLOC_006485	F14D2.15,bath-28	48.0614	74.4461	1.5489805190453	0.631319	-2.88736	0.00388484	0.0329756
XLOC_027046	T22H9.1	24.4876	37.9	1.54772483265274	0.630149	-3.46631	0.000527648	0.00658065
XLOC_008648	cyp-25A1	14.923	23.094	1.54754461256067	0.629981	-3.14899	0.00163838	0.0166812
XLOC_014616	clec-186	84.7938	131.195	1.54722606052416	0.629684	-3.79799	0.000145877	0.00219535
XLOC_019674	elks-1	7.75163	11.9897	1.54672744913064	0.629219	-3.18508	0.00144713	0.0150883
XLOC_003079	Y106G6H.14	74.6959	115.487	1.54610146373204	0.628635	-3.59005	0.00033061	0.00444073
XLOC_003062	ZC434.4	113.214	174.991	1.54565892494331	0.628222	-3.88991	0.00010028	0.00160459
XLOC_005908	Y53F4B.13	20.9933	32.438	1.54516081857726	0.627757	-3.68567	0.000228106	0.00323075
XLOC_029432	F40G12.11	39.6801	61.2729	1.54417365004808	0.626835	-3.62897	0.000284559	0.00389906
XLOC_007499	ZK1320.2	136.874	211.165	1.54276893345258	0.625522	-3.07427	0.0021102	0.0203687
XLOC_008635	wdr-5	79.066	121.957	1.5424706092034	0.625243	-3.79732	0.000146268	0.00219786
XLOC_004341	K07E1.1	25.9295	39.9938	1.54240646098811	0.625183	-3.08479	0.00203696	0.0197953
XLOC_019819	wapl-1	62.3081	96.0435	1.54142746275938	0.624267	-3.04365	0.00233725	0.0220981
XLOC_011836	egl-18,elt-6	40.1694	61.8967	1.54089333727169	0.623767	-3.01234	0.00259243	0.0238948
XLOC_030933	F53E10.6	77.39	119.231	1.54065517698908	0.623544	-3.49266	0.00047824	0.00607569
XLOC_032703	pkc-1	42.0525	64.7655	1.54011171136209	0.623035	-3.05201	0.00227312	0.0216203
XLOC_002444	C27A12.6	55.9692	86.1643	1.53949267183275	0.622455	-3.68263	0.000230837	0.00326619
XLOC_011838	F52C12.3	12.4432	19.1562	1.53949053764422	0.622453	-2.79743	0.00515102	0.0406203
XLOC_002986	F26E4.4,F26E4.5	59.7843	91.9522	1.53806556059194	0.621117	-3.16986	0.00152514	0.0157525
XLOC_000990	thoc-3	68.1077	104.657	1.53663764205109	0.619777	-3.66804	0.000244415	0.00344468
XLOC_030530	ftr-1	14.503	22.2787	1.53614670199432	0.619316	-2.72023	0.00652367	0.0489394
XLOC_032706	R07B7.2	27.0585	41.558	1.53585923944047	0.619046	-3.62037	0.000294184	0.00401173
XLOC_001471	C15C6.4	44.6551	68.5795	1.53576023701684	0.618953	-3.17875	0.00147914	0.0153551
XLOC_011662	sma-10	8.65273	13.2757	1.53428234713051	0.617564	-2.8878	0.00387946	0.0329547
XLOC_008471	frl-1	7.03479	10.779	1.53224394109603	0.615646	-3.25133	0.00114868	0.0125148
